# 1111100000000000,00000000000000000000
# 1111110100100101,00000000101010110010
# 1111110100101001,00000000101011111100
# 1111110100101101,00000000101101001000
# 1111110100110001,00000000101110010100
# 1111110100110101,00000000101111100010
# 1111110100111001,00000000110000110000
# 1111110100111101,00000000110010000000
# 1111110101000001,00000000110011010000
# 1111110101000101,00000000110100100010
# 1111110101001001,00000000110101110100
# 1111110101001101,00000000110111001000
# 1111110101010001,00000000111000011100
# 1111110101010101,00000000111001110010
# 1111110101011001,00000000111011001000
# 1111110101011101,00000000111100100000
# 1111110101100001,00000000111101111000
# 1111110101100101,00000000111111010010
# 1111110101101001,00000001000000101100
# 1111110101101101,00000001000010001000
# 1111110101110001,00000001000011100100
# 1111110101110101,00000001000101000010
# 1111110101111001,00000001000110100000
# 1111110101111101,00000001001000000000
# 1111110110000001,00000001001001100000
# 1111110110000101,00000001001011000010
# 1111110110001001,00000001001100100100
# 1111110110001101,00000001001110001000
# 1111110110010001,00000001001111101100
# 1111110110010101,00000001010001010010
# 1111110110011001,00000001010010111000
# 1111110110011101,00000001010100100000
# 1111110110100001,00000001010110001000
# 1111110110100101,00000001010111110010
# 1111110110101001,00000001011001011100
# 1111110110101101,00000001011011001000
# 1111110110110001,00000001011100110100
# 1111110110110101,00000001011110100010
# 1111110110111001,00000001100000010000
# 1111110110111101,00000001100010000000
# 1111110111000001,00000001100011110000
# 1111110111000101,00000001100101100010
# 1111110111001001,00000001100111010100
# 1111110111001101,00000001101001001000
# 1111110111010001,00000001101010111100
# 1111110111010101,00000001101100110010
# 1111110111011001,00000001101110101000
# 1111110111011101,00000001110000100000
# 1111110111100001,00000001110010011000
# 1111110111100101,00000001110100010010
# 1111110111101001,00000001110110001100
# 1111110111101101,00000001111000001000
# 1111110111110001,00000001111010000100
# 1111110111110101,00000001111100000010
# 1111110111111001,00000001111110000000
# 1111110111111101,00000010000000000000
# 1111111000000001,00000010000010000000
# 1111111000000101,00000010000100000010
# 1111111000001001,00000010000110000100
# 1111111000001101,00000010001000001000
# 1111111000010001,00000010001010001100
# 1111111000010101,00000010001100010010
# 1111111000011001,00000010001110011000
# 1111111000011101,00000010010000100000
# 1111111000100001,00000010010010101000
# 1111111000100101,00000010010100110010
# 1111111000101001,00000010010110111100
# 1111111000101101,00000010011001001000
# 1111111000110001,00000010011011010100
# 1111111000110101,00000010011101100010
# 1111111000111001,00000010011111110000
# 1111111000111101,00000010100010000000
# 1111111001000001,00000010100100010000
# 1111111001000101,00000010100110100010
# 1111111001001001,00000010101000110100
# 1111111001001101,00000010101011001000
# 1111111001010001,00000010101101011100
# 1111111001010101,00000010101111110010
# 1111111001011001,00000010110010001000
# 1111111001011101,00000010110100100000
# 1111111001100001,00000010110110111000
# 1111111001100101,00000010111001010010
# 1111111001101001,00000010111011101100
# 1111111001101101,00000010111110001000
# 1111111001110001,00000011000000100100
# 1111111001110101,00000011000011000010
# 1111111001111001,00000011000101100000
# 1111111001111101,00000011001000000000
# 1111111010000001,00000011001010100000
# 1111111010000101,00000011001101000010
# 1111111010001001,00000011001111100100
# 1111111010001101,00000011010010001000
# 1111111010010001,00000011010100101100
# 1111111010010101,00000011010111010010
# 1111111010011001,00000011011001111000
# 1111111010011101,00000011011100100000
# 1111111010100001,00000011011111001000
# 1111111010100101,00000011100001110010
# 1111111010101001,00000011100100011100
# 1111111010101101,00000011100111001000
# 1111111010110001,00000011101001110100
# 1111111010110101,00000011101100100010
# 1111111010111001,00000011101111010000
# 1111111010111101,00000011110010000000
# 1111111011000001,00000011110100110000
# 1111111011000101,00000011110111100010
# 1111111011001001,00000011111010010100
# 1111111011001101,00000011111101001000
# 1111111011010001,00000011111111111100
# 1111111011010101,00000100000010110010
# 1111111011011001,00000100000101101000
# 1111111011011101,00000100001000100000
# 1111111011100001,00000100001011011000
# 1111111011100101,00000100001110010010
# 1111111011101001,00000100010001001100
# 1111111011101101,00000100010100001000
# 1111111011110001,00000100010111000100
# 1111111011110101,00000100011010000010
# 1111111011111001,00000100011101000000
# 1111111011111101,00000100100000000000
# 1111111100000001,00000100100011000000
# 1111111100000101,00000100100110000010
# 1111111100001001,00000100101001000100
# 1111111100001101,00000100101100001000
# 1111111100010001,00000100101111001100
# 1111111100010101,00000100110010010010
# 1111111100011001,00000100110101011000
# 1111111100011101,00000100111000100000
# 1111111100100001,00000100111011101000
# 1111111100100101,00000100111110110010
# 1111111100101001,00000101000001111100
# 1111111100101101,00000101000101001000
# 1111111100110001,00000101001000010100
# 1111111100110101,00000101001011100010
# 1111111100111001,00000101001110110000
# 1111111100111101,00000101010010000000
# 1111111101000001,00000101010101010000
# 1111111101000101,00000101011000100010
# 1111111101001001,00000101011011110100
# 1111111101001101,00000101011111001000
# 1111111101010001,00000101100010011100
# 1111111101010101,00000101100101110010
# 1111111101011001,00000101101001001000
# 1111111101011101,00000101101100100000
# 1111111101100001,00000101101111111000
# 1111111101100101,00000101110011010010
# 1111111101101001,00000101110110101100
# 1111111101101101,00000101111010001000
# 1111111101110001,00000101111101100100
# 1111111101110101,00000110000001000010
# 1111111101111001,00000110000100100000
# 1111111101111101,00000110001000000000
# 1111111110000001,00000110001011100000
# 1111111110000101,00000110001111000010
# 1111111110001001,00000110010010100100
# 1111111110001101,00000110010110001000
# 1111111110010001,00000110011001101100
# 1111111110010101,00000110011101010010
# 1111111110011001,00000110100000111000
# 1111111110011101,00000110100100100000
# 1111111110100001,00000110101000001000
# 1111111110100101,00000110101011110010
# 1111111110101001,00000110101111011100
# 1111111110101101,00000110110011001000
# 1111111110110001,00000110110110110100
# 1111111110110101,00000110111010100010
# 1111111110111001,00000110111110010000
# 1111111110111101,00000111000010000000
# 1111111111000001,00000111000101110000
# 1111111111000101,00000111001001100010
# 1111111111001001,00000111001101010100
# 1111111111001101,00000111010001001000
# 1111111111010001,00000111010100111100
# 1111111111010101,00000111011000110010
# 1111111111011001,00000111011100101000
# 1111111111011101,00000111100000100000
# 1111111111100001,00000111100100011000
# 1111111111100101,00000111101000010010
# 1111111111101001,00000111101100001100
# 1111111111101101,00000111110000001000
# 1111111111110001,00000111110100000100
# 1111111111110101,00000111111000000010
# 1111111111111001,00000111111100000000
# 1111111111111101,00001000000000000000
# 0000000000000100,00001000000100000000
# 0000000000001000,00001000000111111110
# 0000000000001100,00001000001011111100
# 0000000000010000,00001000001111111000
# 0000000000010100,00001000010011110100
# 0000000000011000,00001000010111101110
# 0000000000011100,00001000011011101000
# 0000000000100000,00001000011111100000
# 0000000000100100,00001000100011011000
# 0000000000101000,00001000100111001110
# 0000000000101100,00001000101011000100
# 0000000000110000,00001000101110111000
# 0000000000110100,00001000110010101100
# 0000000000111000,00001000110110011110
# 0000000000111100,00001000111010010000
# 0000000001000000,00001000111110000000
# 0000000001000100,00001001000001110000
# 0000000001001000,00001001000101011110
# 0000000001001100,00001001001001001100
# 0000000001010000,00001001001100111000
# 0000000001010100,00001001010000100100
# 0000000001011000,00001001010100001110
# 0000000001011100,00001001010111111000
# 0000000001100000,00001001011011100000
# 0000000001100100,00001001011111001000
# 0000000001101000,00001001100010101110
# 0000000001101100,00001001100110010100
# 0000000001110000,00001001101001111000
# 0000000001110100,00001001101101011100
# 0000000001111000,00001001110000111110
# 0000000001111100,00001001110100100000
# 0000000010000000,00001001111000000000
# 0000000010000100,00001001111011100000
# 0000000010001000,00001001111110111110
# 0000000010001100,00001010000010011100
# 0000000010010000,00001010000101111000
# 0000000010010100,00001010001001010100
# 0000000010011000,00001010001100101110
# 0000000010011100,00001010010000001000
# 0000000010100000,00001010010011100000
# 0000000010100100,00001010010110111000
# 0000000010101000,00001010011010001110
# 0000000010101100,00001010011101100100
# 0000000010110000,00001010100000111000
# 0000000010110100,00001010100100001100
# 0000000010111000,00001010100111011110
# 0000000010111100,00001010101010110000
# 0000000011000000,00001010101110000000
# 0000000011000100,00001010110001010000
# 0000000011001000,00001010110100011110
# 0000000011001100,00001010110111101100
# 0000000011010000,00001010111010111000
# 0000000011010100,00001010111110000100
# 0000000011011000,00001011000001001110
# 0000000011011100,00001011000100011000
# 0000000011100000,00001011000111100000
# 0000000011100100,00001011001010101000
# 0000000011101000,00001011001101101110
# 0000000011101100,00001011010000110100
# 0000000011110000,00001011010011111000
# 0000000011110100,00001011010110111100
# 0000000011111000,00001011011001111110
# 0000000011111100,00001011011101000000
# 0000000100000000,00001011100000000000
# 0000000100000100,00001011100011000000
# 0000000100001000,00001011100101111110
# 0000000100001100,00001011101000111100
# 0000000100010000,00001011101011111000
# 0000000100010100,00001011101110110100
# 0000000100011000,00001011110001101110
# 0000000100011100,00001011110100101000
# 0000000100100000,00001011110111100000
# 0000000100100100,00001011111010011000
# 0000000100101000,00001011111101001110
# 0000000100101100,00001100000000000100
# 0000000100110000,00001100000010111000
# 0000000100110100,00001100000101101100
# 0000000100111000,00001100001000011110
# 0000000100111100,00001100001011010000
# 0000000101000000,00001100001110000000
# 0000000101000100,00001100010000110000
# 0000000101001000,00001100010011011110
# 0000000101001100,00001100010110001100
# 0000000101010000,00001100011000111000
# 0000000101010100,00001100011011100100
# 0000000101011000,00001100011110001110
# 0000000101011100,00001100100000111000
# 0000000101100000,00001100100011100000
# 0000000101100100,00001100100110001000
# 0000000101101000,00001100101000101110
# 0000000101101100,00001100101011010100
# 0000000101110000,00001100101101111000
# 0000000101110100,00001100110000011100
# 0000000101111000,00001100110010111110
# 0000000101111100,00001100110101100000
# 0000000110000000,00001100111000000000
# 0000000110000100,00001100111010100000
# 0000000110001000,00001100111100111110
# 0000000110001100,00001100111111011100
# 0000000110010000,00001101000001111000
# 0000000110010100,00001101000100010100
# 0000000110011000,00001101000110101110
# 0000000110011100,00001101001001001000
# 0000000110100000,00001101001011100000
# 0000000110100100,00001101001101111000
# 0000000110101000,00001101010000001110
# 0000000110101100,00001101010010100100
# 0000000110110000,00001101010100111000
# 0000000110110100,00001101010111001100
# 0000000110111000,00001101011001011110
# 0000000110111100,00001101011011110000
# 0000000111000000,00001101011110000000
# 0000000111000100,00001101100000010000
# 0000000111001000,00001101100010011110
# 0000000111001100,00001101100100101100
# 0000000111010000,00001101100110111000
# 0000000111010100,00001101101001000100
# 0000000111011000,00001101101011001110
# 0000000111011100,00001101101101011000
# 0000000111100000,00001101101111100000
# 0000000111100100,00001101110001101000
# 0000000111101000,00001101110011101110
# 0000000111101100,00001101110101110100
# 0000000111110000,00001101110111111000
# 0000000111110100,00001101111001111100
# 0000000111111000,00001101111011111110
# 0000000111111100,00001101111110000000
# 0000001000000000,00001110000000000000
# 0000001000000100,00001110000010000000
# 0000001000001000,00001110000011111110
# 0000001000001100,00001110000101111100
# 0000001000010000,00001110000111111000
# 0000001000010100,00001110001001110100
# 0000001000011000,00001110001011101110
# 0000001000011100,00001110001101101000
# 0000001000100000,00001110001111100000
# 0000001000100100,00001110010001011000
# 0000001000101000,00001110010011001110
# 0000001000101100,00001110010101000100
# 0000001000110000,00001110010110111000
# 0000001000110100,00001110011000101100
# 0000001000111000,00001110011010011110
# 0000001000111100,00001110011100010000
# 0000001001000000,00001110011110000000
# 0000001001000100,00001110011111110000
# 0000001001001000,00001110100001011110
# 0000001001001100,00001110100011001100
# 0000001001010000,00001110100100111000
# 0000001001010100,00001110100110100100
# 0000001001011000,00001110101000001110
# 0000001001011100,00001110101001111000
# 0000001001100000,00001110101011100000
# 0000001001100100,00001110101101001000
# 0000001001101000,00001110101110101110
# 0000001001101100,00001110110000010100
# 0000001001110000,00001110110001111000
# 0000001001110100,00001110110011011100
# 0000001001111000,00001110110100111110
# 0000001001111100,00001110110110100000
# 0000001010000000,00001110111000000000
# 0000001010000100,00001110111001100000
# 0000001010001000,00001110111010111110
# 0000001010001100,00001110111100011100
# 0000001010010000,00001110111101111000
# 0000001010010100,00001110111111010100
# 0000001010011000,00001111000000101110
# 0000001010011100,00001111000010001000
# 0000001010100000,00001111000011100000
# 0000001010100100,00001111000100111000
# 0000001010101000,00001111000110001110
# 0000001010101100,00001111000111100100
# 0000001010110000,00001111001000111000
# 0000001010110100,00001111001010001100
# 0000001010111000,00001111001011011110
# 0000001010111100,00001111001100110000
# 0000001011000000,00001111001110000000
# 0000001011000100,00001111001111010000
# 0000001011001000,00001111010000011110
# 0000001011001100,00001111010001101100
# 0000001011010000,00001111010010111000
# 0000001011010100,00001111010100000100
# 0000001011011000,00001111010101001110
# 0000001011011100,00001111010110011000
# 0000001011100000,00001111010111100000
# 0000001011100100,00001111011000101000
# 0000001011101000,00001111011001101110
# 0000001011101100,00001111011010110100
# 0000001011110000,00001111011011111000
# 0000001011110100,00001111011100111100
# 0000001011111000,00001111011101111110
# 0000001011111100,00001111011111000000
# 0000001100000000,00001111100000000000
# 0000001100000100,00001111100001000000
# 0000001100001000,00001111100001111110
# 0000001100001100,00001111100010111100
# 0000001100010000,00001111100011111000
# 0000001100010100,00001111100100110100
# 0000001100011000,00001111100101101110
# 0000001100011100,00001111100110101000
# 0000001100100000,00001111100111100000
# 0000001100100100,00001111101000011000
# 0000001100101000,00001111101001001110
# 0000001100101100,00001111101010000100
# 0000001100110000,00001111101010111000
# 0000001100110100,00001111101011101100
# 0000001100111000,00001111101100011110
# 0000001100111100,00001111101101010000
# 0000001101000000,00001111101110000000
# 0000001101000100,00001111101110110000
# 0000001101001000,00001111101111011110
# 0000001101001100,00001111110000001100
# 0000001101010000,00001111110000111000
# 0000001101010100,00001111110001100100
# 0000001101011000,00001111110010001110
# 0000001101011100,00001111110010111000
# 0000001101100000,00001111110011100000
# 0000001101100100,00001111110100001000
# 0000001101101000,00001111110100101110
# 0000001101101100,00001111110101010100
# 0000001101110000,00001111110101111000
# 0000001101110100,00001111110110011100
# 0000001101111000,00001111110110111110
# 0000001101111100,00001111110111100000
# 0000001110000000,00001111111000000000
# 0000001110000100,00001111111000100000
# 0000001110001000,00001111111000111110
# 0000001110001100,00001111111001011100
# 0000001110010000,00001111111001111000
# 0000001110010100,00001111111010010100
# 0000001110011000,00001111111010101110
# 0000001110011100,00001111111011001000
# 0000001110100000,00001111111011100000
# 0000001110100100,00001111111011111000
# 0000001110101000,00001111111100001110
# 0000001110101100,00001111111100100100
# 0000001110110000,00001111111100111000
# 0000001110110100,00001111111101001100
# 0000001110111000,00001111111101011110
# 0000001110111100,00001111111101110000
# 0000001111000000,00001111111110000000
# 0000001111000100,00001111111110010000
# 0000001111001000,00001111111110011110
# 0000001111001100,00001111111110101100
# 0000001111010000,00001111111110111000
# 0000001111010100,00001111111111000100
# 0000001111011000,00001111111111001110
# 0000001111011100,00001111111111011000
# 0000001111100000,00001111111111100000
# 0000001111100100,00001111111111101000
# 0000001111101000,00001111111111101110
# 0000001111101100,00001111111111110100
# 0000001111110000,00001111111111111000
# 0000001111110100,00001111111111111100
# 0000001111111000,00001111111111111110
# 0000001111111100,00010000000000000000
