,Time (Seconds),Data1,Data2,Data3,Data4,Data5,Data6,Data7,Data8,Data9,Data10,Data11,Data12,Data13,Data14,Data15,Data16,Data17,Data18,Data19,Data20,Data21,Data22,Position
1937,37.184998,-0.000437,-0.257362,-16.973635,16.868217,6.800232,-6.78929,-0.030722,0.025408,-33.946941,33.929485,2.594775,-0.267757,-5.968711,-5.92426,20.397869,-22.733833,40.87125,-45.448761,-23.233025,25.589918,-6.37564,-7.037622,Forward
1938,37.200001,0.000355,-0.254165,-16.973635,16.945303,6.780466,-6.789277,-0.024193,0.030586,-33.94693,33.931709,2.62659,0.044205,-5.770977,-5.729941,20.397882,-22.69482,40.961231,-45.327965,-22.93594,25.488298,-6.101845,-6.901988,Forward
1939,37.215,-9.6e-05,-0.241256,-16.973608,16.88834,6.824261,-6.78929,-0.014767,0.035695,-33.94693,33.929226,2.534246,0.337917,-5.125333,-5.08121,20.397896,-22.383814,40.949417,-44.755486,-23.004105,25.066603,-5.531115,-6.025661,Forward
1940,37.23,8.2e-05,-0.236953,-16.973635,16.896973,6.845393,-6.789277,-0.004235,0.042456,-33.946941,33.93182,2.263812,0.600988,-4.737542,-4.695987,20.397896,-22.247498,40.936752,-44.486443,-22.82559,24.872667,-5.102575,-5.627953,Forward
1941,37.244999,8.2e-05,-0.242144,-16.973621,16.865772,6.85807,-6.78929,0.004726,0.049492,-33.94693,33.934513,2.015562,0.722033,-4.292788,-4.247694,20.397909,-22.048111,40.935181,-44.108162,-22.828829,24.568504,-4.638914,-5.063042,Forward
1942,37.259998,0.00041,-0.265476,-16.973608,16.852959,6.839943,-6.789277,0.010969,0.05486,-33.946941,33.934387,1.661102,0.691447,-3.846189,-3.803568,20.397896,-21.881399,40.914078,-43.781746,-22.680176,24.341646,-4.166579,-4.567498,Forward
1943,37.274998,0.000423,-0.276841,-16.973621,16.824381,6.835831,-6.78929,0.014903,0.057852,-33.94693,33.937515,1.431744,0.63783,-3.217552,-3.173743,20.397909,-21.643913,40.887577,-43.277088,-22.660423,23.933338,-3.527246,-3.828977,Forward
1944,37.290001,0.000396,-0.294627,-16.973635,16.801706,6.717887,-6.789277,0.006625,0.05389,-33.94693,33.94231,1.164725,0.467335,-2.999382,-2.969971,20.397896,-21.546091,40.864433,-43.121128,-22.537069,23.848303,-3.239887,-3.413688,Forward
1945,37.305,0.000219,-0.292414,-16.973635,16.789711,6.762024,-6.78929,0.006776,0.054273,-33.946941,33.938622,1.09854,0.478933,-2.309806,-2.277363,20.397909,-21.299877,40.828358,-42.546574,-22.519775,23.398726,-2.561266,-2.736051,Forward
1946,37.32,0.000191,-0.293603,-16.973635,16.823343,6.59493,-6.789277,-0.007418,0.045462,-33.946957,33.940289,0.917158,0.301894,-2.13386,-2.105761,20.397882,-21.20409,40.784618,-42.451252,-22.467361,23.339794,-2.251818,-2.265656,Forward
1947,37.334999,-0.000178,-0.280926,-16.973677,16.809847,6.605777,-6.78929,-0.012294,0.043044,-33.946915,33.934006,0.953208,0.364937,-1.253176,-1.22565,20.397896,-20.86459,40.764305,-41.685642,-22.332956,22.789692,-1.402183,-1.354727,Forward
1948,37.349998,-2.7e-05,-0.280885,-16.973648,16.828001,6.476304,-6.789277,-0.031187,0.03049,-33.946957,33.940987,0.848173,0.248878,-1.124017,-1.096751,20.397896,-20.820562,40.758976,-41.628502,-22.265064,22.719654,-1.109742,-1.013477,Forward
1949,37.364998,-5.5e-05,-0.283562,-16.973635,16.806692,6.570547,-6.78929,-0.029315,0.029602,-33.94693,33.934032,0.777385,0.20078,-0.398842,-0.369445,20.397896,-20.51211,40.747707,-41.001476,-22.135469,22.281048,-0.457513,-0.223279,Forward
1950,37.380001,-0.00015,-0.279396,-16.973648,16.813726,6.480948,-6.789277,-0.043331,0.021624,-33.946957,33.943226,0.693455,0.173241,-0.244043,-0.221899,20.397896,-20.469805,40.753784,-40.913845,-22.077084,22.186558,-0.187789,0.133394,Forward
1951,37.395,0.00071,-0.277729,-15.93434,15.885709,6.158085,-6.379807,-0.04747,0.007896,-31.836838,31.813889,0.636437,0.154062,-0.125812,-0.095226,19.138136,-19.157507,38.457203,-38.547882,-20.761097,20.761576,-0.055939,0.326087,Forward
1952,37.41,0.000533,-0.29296,-15.033369,14.938799,5.708549,-6.005772,-0.052347,0.00082,-30.102993,30.091368,0.464152,-0.133503,-0.075009,-0.058617,18.084196,-18.063883,36.173378,-36.226696,-19.485573,19.569258,-0.002527,0.469002,Forward
1953,37.424999,0.000423,-0.270913,-13.427469,13.440665,5.132586,-5.366698,-0.056595,-0.008866,-27.346083,27.314882,0.455109,0.093656,-0.053958,-0.028946,16.150543,-16.165733,33.023502,-33.0947,-17.579323,17.46142,0.076894,0.342821,Forward
1954,37.439999,-0.000437,-0.257034,-12.982879,12.833093,4.805666,-5.198949,-0.061253,-0.000751,-25.986439,25.982286,0.429428,0.123422,-0.034752,-0.012868,15.596983,-15.529227,31.304178,-31.356293,-16.768415,16.870459,0.064573,0.528383,Forward
1955,37.454998,0.001066,-0.273481,-11.150011,11.174695,4.210224,-4.464048,-0.066963,-0.013455,-23.073746,23.04764,0.52617,-0.246351,-0.035121,-0.005601,13.400818,-13.422278,27.936512,-27.995348,-14.634978,14.53426,0.120307,0.334392,Forward
1956,37.470001,-0.000464,-0.268713,-10.747931,10.595263,3.949311,-4.299044,-0.061335,-0.000301,-21.592346,21.593397,0.516444,-0.219181,-0.030558,-0.000779,12.926939,-12.851452,26.077513,-26.067909,-13.805192,13.966289,0.100991,0.292004,Forward
1957,37.485001,0.002049,-0.275981,-8.433413,8.584797,3.196651,-3.331766,-0.055666,-0.015614,-18.23237,18.202932,0.502374,-0.311484,-0.026542,-0.005041,10.412801,-10.390685,22.184454,-22.164074,-11.318048,11.34336,0.133011,0.232117,Forward
1958,37.5,-0.000697,-0.269642,-8.075702,7.855783,2.947281,-3.233698,-0.050803,0.003347,-16.279675,16.286108,0.479834,-0.301211,-0.025709,0.00974,9.732801,-9.614038,19.805527,-19.782522,-10.266622,10.524611,0.112316,0.105199,Forward
1959,37.514999,0.001721,-0.272361,-6.099168,6.217589,2.374406,-2.435413,-0.040831,-0.005737,-13.194969,13.178085,0.432365,-0.148857,-0.009904,0.013524,7.397573,-7.405947,16.189762,-16.19763,-8.108459,8.089786,0.069299,0.049341,Forward
1960,37.529999,-0.000546,-0.269506,-5.700312,5.573708,2.020384,-2.278592,-0.044902,0.003388,-11.544414,11.548607,0.46754,-0.044888,-0.018401,0.013811,6.88132,-6.793825,14.131594,-14.031586,-7.15058,7.424798,0.043754,-0.028427,Forward
1961,37.544998,0.002145,-0.266883,-3.369824,3.597406,1.343608,-1.298528,-0.031924,-0.008142,-8.135357,8.106656,0.62667,-0.110936,-0.015122,0.010997,4.34385,-4.318073,10.102232,-10.074871,-4.742419,4.773619,0.036992,-0.109474,Forward
1962,37.559998,-0.000806,-0.273426,-2.996377,2.803437,1.012056,-1.200802,-0.029028,0.006093,-6.134411,6.141802,0.550923,-0.06975,-0.013783,0.025217,3.640873,-3.548925,7.635523,-7.56076,-3.665489,3.927359,-0.002459,-0.187502,Forward
1963,37.575001,0.00179,-0.271964,-1.014707,1.228082,0.42018,-0.399812,-0.022198,-0.001434,-3.035664,3.014777,0.573709,0.109078,-0.007513,0.014466,1.298118,-1.318117,3.992068,-3.977902,-1.466141,1.484487,-0.002582,-0.118299,Forward
1964,37.59,-0.000273,-0.28363,-0.611889,0.574433,0.115881,-0.242772,-0.01963,0.008292,-1.371406,1.372117,0.598448,0.073315,-0.014207,0.015327,0.776087,-0.706993,1.919447,-1.787802,-0.509368,0.811577,-0.079176,-0.131126,Forward
1965,37.605,0.000833,-0.291745,-0.285666,0.283767,0.037921,-0.11263,-0.016816,0.012568,-0.8042,0.800143,0.560089,0.045311,-0.012294,0.012936,0.384622,-0.367013,1.152294,-1.072162,-0.220342,0.399252,-0.072987,-0.173842,Forward
1966,37.619999,0.000301,-0.296061,-0.163323,0.137191,0.007418,-0.064614,-0.01336,0.014835,-0.38331,0.383556,0.520747,0.020873,-0.007868,0.015846,0.229481,-0.181533,0.621096,-0.555294,-0.005,0.209277,-0.019193,-0.166725,Forward
1967,37.634998,0.000546,-0.297591,-0.07964,0.077864,-0.023141,-0.03131,-0.011242,0.013988,-0.215247,0.212706,0.499519,0.00183,-0.009549,0.014822,0.128134,-0.10009,0.37551,-0.32065,0.062633,0.099639,0.000109,-0.144855,Forward
1968,37.649998,0.000382,-0.295706,-0.04415,0.04941,-0.047456,-0.017335,-0.010259,0.011871,-0.106141,0.103245,0.492744,-0.012144,-0.00877,0.014453,0.083656,-0.052551,0.217951,-0.178159,0.081798,0.046746,0.027963,-0.123585,Forward
1969,37.665001,0.000328,-0.29195,-0.022225,0.03049,-0.065542,-0.008633,-0.00959,0.009521,-0.058016,0.054136,0.492074,-0.026761,-0.011516,0.012363,0.056936,-0.03467,0.126017,-0.102808,0.067496,0.017335,0.05404,-0.098969,Forward
1970,37.68,0.000205,-0.287319,-0.012185,0.014917,-0.077004,-0.004672,-0.009453,0.007418,-0.029247,0.025217,0.499041,-0.041008,-0.012089,0.011666,0.044437,-0.02687,0.065734,-0.054874,0.044,0.002718,0.080746,-0.064204,Forward
1971,37.695,0.000123,-0.282784,-0.006352,0.004877,-0.084025,-0.002363,-0.009139,0.00586,-0.015737,0.01142,0.503781,-0.057879,-0.013756,0.008524,0.03732,-0.024998,0.027854,-0.026283,0.022512,-0.005205,0.095049,-0.048972,Forward
1972,37.709999,4.1e-05,-0.27803,-0.003579,-0.003716,-0.088492,-0.001257,-0.008934,0.004658,-0.00806,0.003825,0.509997,-0.067592,-0.015368,0.008866,0.03385,-0.025941,-1.4e-05,-0.007445,-0.01127,-0.009221,0.099775,-0.029465,Forward
1973,37.724998,-1.4e-05,-0.274492,-0.002008,-0.010232,-0.089489,-0.000628,-0.008811,0.00377,-0.004303,-2.7e-05,0.515679,-0.078697,-0.01448,0.006735,0.031938,-0.026242,-0.016789,0.002595,-0.018674,-0.011365,0.115662,-0.026324,Forward
1974,37.739998,-2.7e-05,-0.272566,-0.001243,-0.014917,-0.086907,-0.000328,-0.008415,0.003238,-0.00224,-0.001844,0.515078,-0.086293,-0.016297,0.008142,0.030968,-0.028168,-0.025244,0.008592,-0.030804,-0.012458,0.106537,-0.029479,Forward
1975,37.755001,-6.8e-05,-0.270721,-0.000833,-0.018947,-0.08759,-0.00015,-0.008114,0.002732,-0.001216,-0.002841,0.512756,-0.091101,-0.015095,0.006584,0.030463,-0.027184,-0.029138,0.012882,-0.026351,-0.013046,0.107972,-0.050216,Forward
1976,37.77,-2.7e-05,-0.269219,-0.000601,-0.019794,-0.083834,-6.8e-05,-0.007732,0.002445,-0.000669,-0.003033,0.512455,-0.087741,-0.014576,0.009275,0.030189,-0.027649,-0.027471,0.010942,-0.028892,-0.013346,0.11401,-0.049136,Forward
1977,37.785,-2.7e-05,-0.267866,-0.000492,-0.018578,-0.088601,-2.7e-05,-0.007841,0.00194,-0.000382,-0.003292,0.511813,-0.082372,-0.01336,0.007568,0.030053,-0.025559,-0.025941,0.009849,-0.020573,-0.01351,0.106961,-0.071922,Forward
1978,37.799999,1.4e-05,-0.267593,-0.000423,-0.01739,-0.081184,-1.4e-05,-0.007445,0.001762,-0.000219,-0.003347,0.510707,-0.07214,-0.013715,0.009275,0.029985,-0.024753,-0.017034,0.006093,-0.008797,-0.013592,0.098,-0.097631,Forward
1979,37.814999,4.1e-05,-0.268126,-0.00041,-0.014726,-0.077222,0.0,-0.007021,0.001708,-0.000137,-0.003593,0.509382,-0.059628,-0.012977,0.010341,0.02993,-0.022225,-0.008073,0.002636,0.00612,-0.013633,0.091402,-0.110512,Forward
1980,37.829998,6.8e-05,-0.268358,-0.000382,-0.011844,-0.072045,1.4e-05,-0.006516,0.001803,-8.2e-05,-0.003415,0.51169,-0.046841,-0.012936,0.011065,0.029916,-0.020026,0.001858,-0.003033,0.017417,-0.01366,0.088615,-0.112097,Forward
1981,37.845001,0.000123,-0.26885,-0.000369,-0.005901,-0.065925,1.4e-05,-0.005929,0.001994,-8.2e-05,-0.003811,0.512674,-0.030381,-0.011871,0.011488,0.029903,-0.018045,0.012048,-0.006898,0.034451,-0.01366,0.096032,-0.149076,Forward
1982,37.860001,0.00015,-0.269929,-0.000369,-0.002418,-0.065406,1.4e-05,-0.005369,0.002268,-5.5e-05,-0.003579,0.511554,-0.019084,-0.012281,0.011707,0.029903,-0.016406,0.018469,-0.009016,0.046295,-0.01366,0.084817,-0.144158,Forward
1983,37.875,0.000191,-0.270312,-0.000355,0.001639,-0.065201,1.4e-05,-0.005177,0.002322,-5.5e-05,-0.003948,0.513179,-0.011379,-0.011707,0.012171,0.029903,-0.01433,0.026132,-0.014043,0.058904,-0.01366,0.092194,-0.140893,Forward
1984,37.889999,0.000219,-0.270585,-0.000369,0.006352,-0.064149,1.4e-05,-0.004959,0.002432,-5.5e-05,-0.003716,0.51221,0.000587,-0.011161,0.011502,0.029903,-0.01336,0.031938,-0.016147,0.069586,-0.01366,0.099885,-0.153106,Forward
1985,37.904999,0.000205,-0.270093,-0.000355,0.00541,-0.061403,1.4e-05,-0.004795,0.002459,-5.5e-05,-0.00388,0.519805,0.010054,-0.011543,0.011488,0.029903,-0.011926,0.034561,-0.019084,0.076116,-0.01366,0.095022,-0.151439,Forward
1986,37.919998,0.000205,-0.269902,-0.000355,0.007349,-0.059423,1.4e-05,-0.004385,0.002636,-4.1e-05,-0.003866,0.525829,0.019166,-0.011338,0.011202,0.029903,-0.010983,0.036528,-0.020327,0.075036,-0.01366,0.099953,-0.146289,Forward
1987,37.934998,0.000205,-0.268973,-0.000369,0.008469,-0.061854,1.4e-05,-0.004289,0.002677,-4.1e-05,-0.003934,0.529394,0.026925,-0.012199,0.01168,0.029903,-0.010928,0.036036,-0.021023,0.079777,-0.01366,0.086579,-0.139828,Forward
1988,37.950001,0.000205,-0.268918,-0.000382,0.008961,-0.056663,1.4e-05,-0.004084,0.002869,-4.1e-05,-0.003934,0.533779,0.033085,-0.012089,0.010874,0.029903,-0.011721,0.03467,-0.019958,0.071239,-0.01366,0.09259,-0.143461,Forward
1989,37.965,0.000191,-0.269014,-0.000369,0.006817,-0.060447,1.4e-05,-0.003839,0.002937,-5.5e-05,-0.004057,0.534927,0.030244,-0.012554,0.011229,0.029903,-0.011816,0.031719,-0.01881,0.065898,-0.01366,0.092727,-0.136672,Forward
1990,37.98,0.000191,-0.269437,-0.000369,0.006598,-0.063207,1.4e-05,-0.003743,0.002937,-5.5e-05,-0.004098,0.532864,0.025763,-0.012772,0.011092,0.029889,-0.013251,0.030422,-0.017485,0.065706,-0.01366,0.093751,-0.129801,Forward
1991,37.994999,0.000191,-0.269287,-0.000369,0.005369,-0.064477,1.4e-05,-0.00377,0.002855,-5.5e-05,-0.004139,0.531839,0.026023,-0.012417,0.011598,0.029889,-0.013947,0.025641,-0.015532,0.062469,-0.01366,0.103464,-0.140866,Forward
1992,38.009998,0.000164,-0.269697,-0.000382,0.003893,-0.076266,1.4e-05,-0.004262,0.002595,-5.5e-05,-0.003989,0.526717,0.017308,-0.012882,0.009794,0.029889,-0.014712,0.025285,-0.01407,0.056827,-0.01366,0.101305,-0.150797,Forward
1993,38.024998,0.000178,-0.271077,-0.000382,0.003934,-0.068507,1.4e-05,-0.00418,0.002691,-5.5e-05,-0.004002,0.520447,0.003265,-0.011762,0.010409,0.029889,-0.015477,0.020846,-0.011488,0.055092,-0.01366,0.098614,-0.129596,Forward
1994,38.040001,0.000164,-0.271418,-0.000382,-0.000751,-0.073179,1.4e-05,-0.004453,0.002418,-6.8e-05,-0.003839,0.518971,-0.002254,-0.012335,0.009658,0.029889,-0.016474,0.020354,-0.008579,0.047238,-0.01366,0.100636,-0.137232,Forward
1995,38.055,0.00015,-0.271637,-0.000382,-0.001161,-0.066758,1.4e-05,-0.004166,0.0025,-6.8e-05,-0.00377,0.516963,-0.00224,-0.012718,0.010355,0.029889,-0.016775,0.015641,-0.009385,0.042675,-0.01366,0.100923,-0.141016,Forward
1996,38.07,0.00015,-0.273262,-0.000369,-0.004686,-0.067906,1.4e-05,-0.004098,0.002677,-6.8e-05,-0.003579,0.512961,-0.012267,-0.01198,0.010478,0.029889,-0.01851,0.016857,-0.006352,0.037197,-0.01366,0.099106,-0.127465,Forward
1997,38.084999,0.00015,-0.273645,-0.000369,-0.004986,-0.07408,1.4e-05,-0.00444,0.002445,-5.5e-05,-0.003647,0.513207,-0.013414,-0.012841,0.009931,0.029889,-0.017677,0.015573,-0.00724,0.04527,-0.01366,0.093683,-0.141481,Forward
1998,38.099998,0.00015,-0.273986,-0.000369,-0.003483,-0.070856,1.4e-05,-0.004494,0.002391,-5.5e-05,-0.00403,0.514532,-0.011215,-0.012486,0.010969,0.029889,-0.017922,0.018537,-0.006065,0.04956,-0.01366,0.103163,-0.129118,Forward
1999,38.114998,0.000137,-0.272333,-0.000355,-0.001612,-0.071444,1.4e-05,-0.004754,0.002213,-5.5e-05,-0.003825,0.527072,-0.000219,-0.012609,0.009248,0.029889,-0.017854,0.015272,-0.006338,0.048358,-0.01366,0.094229,-0.149185,Forward
2000,6.915,-33.946724,-0.21593,-16.973253,16.800489,6.52891,-20.363935,-0.06557,0.046555,-33.946518,33.932133,1.56246,-0.420712,-1.862019,-3.477905,23.762543,-32.266483,47.667099,-71.232712,-27.161068,37.335701,-3.070894,-10.022114,Left
2001,6.93,-33.946846,-0.218662,-16.973253,16.806187,6.50163,-20.36574,-0.070542,0.046664,-33.946507,33.934387,1.408522,-0.344105,-1.857511,-3.472591,23.762529,-32.270718,47.674202,-71.241142,-27.109663,37.338226,-3.058135,-10.05005,Left
2002,6.945,-33.946575,-0.225697,-16.973253,16.810133,6.501056,-20.366886,-0.071676,0.046404,-33.946518,33.933952,1.282136,-0.320923,-1.859218,-3.471348,23.762543,-32.268738,47.696617,-71.253639,-27.086222,37.339825,-3.074009,-10.072972,Left
2003,6.96,-33.946587,-0.231858,-16.973238,16.808372,6.509607,-20.367392,-0.071703,0.046227,-33.946491,33.935303,1.174,-0.294286,-1.859205,-3.471853,23.762529,-32.271427,47.703476,-71.256821,-27.082615,37.340523,-3.067848,-10.095334,Left
2004,6.975,-33.946449,-0.236338,-16.973238,16.792526,6.587964,-19.737799,-0.061267,0.040462,-33.946507,33.930248,1.048216,-0.138503,-1.607635,-3.156982,23.447588,-31.542511,47.082912,-69.527039,-26.712364,36.459126,-2.781567,-9.357974,Left
2005,6.99,-33.946411,-0.252512,-16.973238,16.771051,6.580764,-19.210987,-0.057838,0.044683,-33.946518,33.935837,1.025034,-0.314899,-1.414478,-2.888173,23.184107,-30.966057,46.545349,-68.081917,-26.405649,35.753075,-2.491079,-8.780495,Left
2006,7.005,-33.946507,-0.251119,-16.973238,16.790039,6.611746,-18.559168,-0.052155,0.048248,-33.946507,33.932598,0.979012,-0.13991,-1.141393,-2.558234,22.858171,-30.214708,45.89043,-66.283325,-25.95767,34.835373,-2.145035,-8.019831,Left
2007,7.02,-33.946354,-0.261665,-16.973253,16.787745,6.603946,-17.916037,-0.04986,0.051404,-33.946491,33.934647,1.005144,-0.280953,-0.905437,-2.231805,22.536579,-29.507715,45.242424,-64.521851,-25.601366,33.972748,-1.731603,-7.320037,Left
2008,7.035,-33.946545,-0.255722,-16.973253,16.814779,6.615735,-17.246843,-0.047033,0.053781,-33.946507,33.932518,1.007781,-0.088792,-0.62917,-1.891881,22.201967,-28.738363,44.572914,-62.674034,-25.122528,33.030277,-1.402224,-6.547064,Left
2009,7.05,-33.946327,-0.262621,-16.973253,16.809479,6.601432,-16.576693,-0.047087,0.054519,-33.946491,33.93372,1.063119,-0.21078,-0.382777,-1.554087,21.866892,-28.000607,43.897491,-60.838448,-24.764162,32.131107,-0.945517,-5.812587,Left
2010,7.065,-33.946587,-0.255668,-16.973253,16.828985,6.611869,-15.900817,-0.04594,0.055038,-33.946507,33.932529,1.083596,-0.022772,-0.107644,-1.211484,21.528934,-27.224001,43.223392,-58.971252,-24.282457,31.179363,-0.597396,-5.029778,Left
2011,7.08,-33.946327,-0.262525,-16.973253,16.816309,6.60049,-15.22411,-0.045749,0.054546,-33.946491,33.93372,1.149985,-0.149417,0.138626,-0.872885,21.190594,-26.478308,42.544537,-57.1175,-23.905663,30.27129,-0.134609,-4.28022,Left
2012,7.095,-33.946613,-0.255722,-16.973253,16.831909,6.609096,-14.546077,-0.045311,0.054232,-33.946507,33.932598,1.171924,0.026925,0.414169,-0.530733,20.851583,-25.699816,41.869442,-55.242611,-23.425924,29.316566,0.277114,-3.490896,Left
2013,7.11,-33.946342,-0.257853,-16.973293,16.833508,6.585176,-13.867729,-0.046814,0.052715,-33.946507,33.932339,1.237302,-0.086265,0.65757,-0.193349,20.512411,-24.944302,41.185577,-53.401218,-23.041302,28.406265,0.724369,-2.718661,Left
2014,7.125,-33.946545,-0.245709,-16.973267,16.858355,6.595217,-13.189054,-0.046978,0.052934,-33.946518,33.930946,1.236319,-0.001202,0.93575,0.15189,20.173073,-24.150717,40.496628,-51.548599,-22.573435,27.450626,1.092844,-1.899271,Left
2015,7.14,-33.946491,-0.240805,-16.973267,16.846594,6.586351,-12.510283,-0.047361,0.051418,-33.946507,33.933567,1.206334,-0.010614,1.180953,0.488673,19.833681,-23.396431,39.815647,-49.702713,-22.17272,26.539753,1.547393,-1.139754,Left
2016,7.155,-33.946449,-0.238797,-16.973253,16.854504,6.582103,-11.831418,-0.047265,0.050407,-33.946518,33.931873,1.134016,0.001257,1.459229,0.836234,19.494247,-22.605618,39.131546,-47.842552,-21.715549,25.583881,1.955237,-0.317986,Left
2017,7.17,-33.946438,-0.2378,-16.973253,16.845623,6.587663,-11.152538,-0.046514,0.047005,-33.946507,33.933323,1.053242,0.057674,1.69987,1.173713,19.1548,-21.857042,38.454811,-45.982529,-21.324957,24.672842,2.399746,0.450219,Left
2018,7.185,-33.946342,-0.240518,-16.973253,16.843206,6.552774,-10.473618,-0.050475,0.044478,-33.946518,33.931534,0.938427,0.047948,1.977531,1.517531,18.815355,-21.069372,37.766384,-44.123486,-20.861721,23.716904,2.804544,1.254446,Left
2019,7.2,-33.946438,-0.238947,-16.973238,16.835815,6.541846,-9.79471,-0.052005,0.041295,-33.946507,33.934715,0.816891,0.095049,2.222216,1.858139,18.475895,-20.320702,37.072411,-42.260811,-20.481319,22.805824,3.237004,2.031913,Left
2020,7.215,-33.946312,-0.243824,-16.973267,16.826963,6.560219,-9.115775,-0.051664,0.039301,-33.946507,33.931438,0.693797,0.10707,2.501133,2.206793,18.136448,-19.534424,36.380142,-40.392933,-20.031183,21.849871,3.633469,2.774382,Left
2021,7.23,-33.946369,-0.251993,-16.973267,16.818275,6.614997,-8.436854,-0.040599,0.042866,-33.946518,33.934673,0.613365,0.009945,2.753864,2.565597,17.796959,-18.783075,35.676754,-38.543755,-19.657011,20.938833,4.104848,3.405068,Left
2022,7.245,-33.946354,-0.261091,-16.973267,16.803905,6.625393,-7.75792,-0.036405,0.044082,-33.946507,33.935127,0.5377,0.022458,3.043573,2.929058,17.457514,-18.001497,34.97987,-36.662434,-19.226654,19.982922,4.544726,4.019471,Left
2023,7.26,-33.946301,-0.270544,-16.973253,16.831553,6.572732,-7.079,-0.040421,0.04023,-33.946491,33.938896,0.469425,-0.067578,3.289365,3.276469,17.118038,-17.259806,34.29483,-34.806919,-18.830435,19.071787,4.95477,4.812046,Left
2024,7.275,-33.946449,-0.265612,-16.973267,16.852112,6.425897,-7.029945,-0.065734,0.036214,-33.946518,33.942982,0.429537,-0.074476,3.320551,3.302451,17.093519,-17.209318,34.231541,-34.655178,-18.800737,18.997639,5.000026,4.945781,Left
2025,7.29,-33.94619,-0.263891,-16.97328,16.864489,7.429443,-6.877987,-0.078342,0.030695,-33.94656,33.930931,0.369541,-0.083479,3.998338,2.789408,17.962345,-17.024834,36.438335,-34.248947,-20.244352,18.79287,6.132253,4.995505,Left
2026,7.305,-33.946491,-0.261378,-16.973253,16.837017,8.605232,-6.850939,-0.081334,0.023291,-33.946533,33.935932,0.2172,-0.030913,4.5481,2.269248,18.739265,-16.990929,38.625145,-34.184277,-21.590748,18.754799,7.086499,4.685455,Left
2027,7.32,-33.946449,-0.255067,-16.973238,16.824068,9.863517,-6.81519,-0.08494,0.013483,-33.946545,33.93454,0.189142,-0.034014,5.206244,1.662386,19.699236,-16.948172,41.175468,-34.078835,-23.168959,18.706413,8.2399,4.468378,Left
2028,7.335,-33.946682,-0.247868,-16.973225,16.811623,11.157811,-6.805478,-0.089066,0.003688,-33.946545,33.935905,0.089653,0.063398,5.846888,1.017821,20.659138,-16.93051,43.769436,-34.06192,-24.788246,18.692957,9.376976,4.063143,Left
2029,7.35,-33.946655,-0.250613,-16.973238,16.749332,12.527004,-6.796708,-0.088437,-0.002268,-33.946533,33.937134,0.006926,0.14342,6.510359,0.37704,21.658571,-16.933651,46.404034,-33.991817,-26.469702,18.680841,10.551427,3.462469,Left
2030,7.365,-33.94664,-0.252594,-16.973225,16.777882,13.859233,-6.793662,-0.088588,-0.005519,-33.946545,33.936642,-0.05889,0.06654,7.172409,-0.293958,22.662294,-16.925386,49.060253,-34.013988,-28.153727,18.676702,11.728978,3.027071,Left
2031,7.38,-33.946682,-0.240696,-16.973225,16.83359,15.226391,-6.791435,-0.0905,-0.008825,-33.946545,33.932259,-0.041487,0.186191,7.837328,-0.957948,23.675007,-16.918707,51.754818,-34.010311,-29.832367,18.673573,12.907008,2.484195,Left
2032,7.395,-33.946301,-0.25157,-16.973267,16.805954,16.62356,-6.790547,-0.085541,-0.007035,-33.946518,33.934185,-0.088014,0.021597,8.507165,-1.627388,24.689617,-16.915865,54.442604,-34.022633,-31.538425,18.672358,14.097251,1.849643,Left
2033,7.41,-33.946682,-0.241638,-16.973225,16.814655,18.029226,-6.789959,-0.07852,-0.004303,-33.946533,33.93652,0.01519,0.158788,9.179461,-2.289466,25.70636,-16.916822,57.158218,-34.008263,-33.222504,18.671402,15.282562,1.204422,Left
2034,7.425,-33.946342,-0.253578,-16.973253,16.789261,19.405333,-6.7897,-0.072755,-0.001079,-33.946533,33.938473,0.178487,-0.039369,9.854584,-2.953524,26.723772,-16.919922,59.879765,-33.999508,-34.911556,18.671129,16.465441,0.500844,Left
2035,7.44,-33.946301,-0.266623,-16.973238,16.768797,19.879129,-6.78955,-0.045612,0.00515,-33.946518,33.940685,0.262894,-0.072236,9.922585,-3.008015,26.796881,-16.926834,60.165565,-33.987637,-34.993042,18.670801,16.526831,-0.015832,Left
2036,7.455,-33.946381,-0.2637,-16.973238,16.756968,19.928185,-6.789468,-0.05501,0.004166,-33.946507,33.939251,0.37939,0.080077,10.033808,-3.700091,25.985264,-16.945004,58.0462,-33.973278,-33.392345,18.670979,16.04212,-0.866246,Left
2037,7.47,-33.946602,-0.2431,-16.973253,16.795832,19.993876,-6.789427,-0.061362,0.010969,-33.946518,33.934948,0.894987,0.096579,10.075062,-4.175417,25.124701,-16.949675,55.464909,-33.965916,-31.804831,18.670937,15.60037,-1.830354,Left
2038,7.485,-33.946671,-0.248578,-16.973253,16.796146,20.089705,-6.789399,-0.057251,0.023154,-33.946507,33.937572,0.879865,0.226735,10.1098,-4.773769,24.10774,-16.967487,52.497871,-33.948826,-29.823174,18.670815,15.080074,-2.957608,Left
2039,7.5,-33.947407,-0.223593,-16.97328,16.813808,20.209465,-6.789399,-0.054573,0.029288,-33.946491,33.940739,1.173331,0.271828,10.13667,-5.340621,23.054825,-16.974646,49.360439,-33.946152,-27.770443,18.670815,14.536104,-4.054182,Left
